epoch:1-1: loss:4.612282752990723
epoch:1-51: loss:3.333693742752075
epoch:2-1: loss:3.10925555229187
epoch:2-51: loss:3.059481143951416
epoch:3-1: loss:3.012366771697998
epoch:3-51: loss:3.0772042274475098
epoch:4-1: loss:2.8981120586395264
epoch:4-51: loss:2.9778075218200684
epoch:5-1: loss:2.8627564907073975
epoch:5-51: loss:2.7164783477783203
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-5.pth
epoch:6-1: loss:2.8505332469940186
epoch:6-51: loss:2.81072998046875
epoch:7-1: loss:2.9852657318115234
epoch:7-51: loss:3.0054383277893066
epoch:8-1: loss:2.882396936416626
epoch:8-51: loss:2.9708197116851807
epoch:9-1: loss:2.7962260246276855
epoch:9-51: loss:2.849635124206543
epoch:10-1: loss:3.004209280014038
epoch:10-51: loss:2.9938440322875977
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-10.pth
epoch:11-1: loss:2.900033473968506
epoch:11-51: loss:2.6892924308776855
epoch:12-1: loss:2.8034915924072266
epoch:12-51: loss:2.769927978515625
epoch:13-1: loss:2.712217092514038
epoch:13-51: loss:2.5850822925567627
epoch:14-1: loss:2.913886785507202
epoch:14-51: loss:2.9453115463256836
epoch:15-1: loss:2.6583497524261475
epoch:15-51: loss:2.827709913253784
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-15.pth
epoch:16-1: loss:3.039660930633545
epoch:16-51: loss:2.9337077140808105
epoch:17-1: loss:2.454235553741455
epoch:17-51: loss:2.773754596710205
epoch:18-1: loss:2.506840705871582
epoch:18-51: loss:2.6709072589874268
epoch:19-1: loss:2.881451368331909
epoch:19-51: loss:2.744908571243286
epoch:20-1: loss:2.9308691024780273
epoch:20-51: loss:2.9243433475494385
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-20.pth
epoch:21-1: loss:2.855271577835083
epoch:21-51: loss:2.7246901988983154
epoch:22-1: loss:2.8082752227783203
epoch:22-51: loss:2.5129201412200928
epoch:23-1: loss:2.730009078979492
epoch:23-51: loss:2.608142614364624
epoch:24-1: loss:2.819814443588257
epoch:24-51: loss:2.714128017425537
epoch:25-1: loss:2.6024723052978516
epoch:25-51: loss:2.589146375656128
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-25.pth
epoch:26-1: loss:2.6738333702087402
epoch:26-51: loss:2.512930393218994
epoch:27-1: loss:2.513518810272217
epoch:27-51: loss:2.3880691528320312
epoch:28-1: loss:2.4755537509918213
epoch:28-51: loss:2.704699993133545
epoch:29-1: loss:2.402480125427246
epoch:29-51: loss:2.648015022277832
epoch:30-1: loss:3.049025535583496
epoch:30-51: loss:2.7479310035705566
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-30.pth
epoch:31-1: loss:2.5322866439819336
epoch:31-51: loss:2.259446620941162
epoch:32-1: loss:2.695453405380249
epoch:32-51: loss:2.7113890647888184
epoch:33-1: loss:2.7518973350524902
epoch:33-51: loss:2.4352853298187256
epoch:34-1: loss:2.6236538887023926
epoch:34-51: loss:2.621840715408325
epoch:35-1: loss:2.334414482116699
epoch:35-51: loss:2.409128189086914
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-35.pth
epoch:36-1: loss:2.46724009513855
epoch:36-51: loss:2.707490921020508
epoch:37-1: loss:2.5445749759674072
epoch:37-51: loss:2.4439055919647217
epoch:38-1: loss:2.5661256313323975
epoch:38-51: loss:2.3259410858154297
epoch:39-1: loss:2.5182552337646484
epoch:39-51: loss:2.5521535873413086
epoch:40-1: loss:2.620985746383667
epoch:40-51: loss:2.3617961406707764
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-40.pth
epoch:41-1: loss:2.2802324295043945
epoch:41-51: loss:2.705124616622925
