epoch:42-1: loss:2.476400852203369
epoch:42-51: loss:2.5188913345336914
epoch:43-1: loss:2.6616995334625244
epoch:43-51: loss:2.5173838138580322
epoch:44-1: loss:2.4928793907165527
epoch:44-51: loss:2.4066762924194336
epoch:45-1: loss:2.4978435039520264
epoch:45-51: loss:2.569307327270508
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-45.pth
epoch:46-1: loss:2.1398966312408447
epoch:46-51: loss:2.485427141189575
epoch:47-1: loss:2.292370319366455
epoch:47-51: loss:2.1698203086853027
epoch:48-1: loss:2.211550712585449
epoch:48-51: loss:2.3359687328338623
epoch:49-1: loss:2.27276349067688
epoch:49-51: loss:2.6110386848449707
epoch:50-1: loss:2.188814640045166
epoch:50-51: loss:3.0438966751098633
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-50.pth
epoch:51-1: loss:2.0493545532226562
epoch:51-51: loss:2.714834213256836
epoch:52-1: loss:2.4744608402252197
epoch:52-51: loss:2.6313869953155518
epoch:53-1: loss:2.3088536262512207
epoch:53-51: loss:2.5110349655151367
epoch:54-1: loss:2.2632784843444824
epoch:54-51: loss:2.399204730987549
epoch:55-1: loss:2.5275816917419434
epoch:55-51: loss:2.4975087642669678
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-55.pth
epoch:56-1: loss:2.324493646621704
epoch:56-51: loss:2.4160847663879395
epoch:57-1: loss:2.063263416290283
epoch:57-51: loss:2.3597733974456787
epoch:58-1: loss:2.4157345294952393
epoch:58-51: loss:2.33290958404541
epoch:59-1: loss:2.787024974822998
epoch:59-51: loss:2.2310895919799805
epoch:60-1: loss:2.086148500442505
epoch:60-51: loss:2.440598487854004
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-60.pth
epoch:61-1: loss:2.1775474548339844
epoch:61-51: loss:2.5929765701293945
epoch:62-1: loss:2.333144187927246
epoch:62-51: loss:2.3798611164093018
epoch:63-1: loss:2.191295623779297
epoch:63-51: loss:2.3945207595825195
epoch:64-1: loss:2.724203586578369
epoch:64-51: loss:2.130723476409912
epoch:65-1: loss:2.705054521560669
epoch:65-51: loss:2.3827292919158936
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-65.pth
epoch:66-1: loss:2.2586612701416016
epoch:66-51: loss:2.1357028484344482
epoch:67-1: loss:2.162965774536133
epoch:67-51: loss:2.438847064971924
epoch:68-1: loss:2.2136149406433105
epoch:68-51: loss:2.065992593765259
epoch:69-1: loss:2.516873598098755
epoch:69-51: loss:2.0190281867980957
epoch:70-1: loss:2.6009039878845215
epoch:70-51: loss:2.117079257965088
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-70.pth
epoch:71-1: loss:2.356764078140259
epoch:71-51: loss:2.2572901248931885
epoch:72-1: loss:2.201322555541992
epoch:72-51: loss:2.4051401615142822
epoch:73-1: loss:2.2964606285095215
epoch:73-51: loss:2.2167625427246094
epoch:74-1: loss:2.3192737102508545
epoch:74-51: loss:2.380854368209839
epoch:75-1: loss:2.1363205909729004
epoch:75-51: loss:2.1473846435546875
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-75.pth
epoch:76-1: loss:2.334219455718994
epoch:76-51: loss:2.384352207183838
epoch:77-1: loss:2.065915584564209
epoch:77-51: loss:2.4577078819274902
epoch:78-1: loss:2.8236632347106934
epoch:78-51: loss:2.3432695865631104
epoch:79-1: loss:2.89880108833313
epoch:79-51: loss:2.0072617530822754
epoch:80-1: loss:1.9783039093017578
epoch:80-51: loss:2.5566043853759766
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-80.pth
epoch:81-1: loss:2.07098388671875
epoch:81-51: loss:2.1052799224853516
epoch:82-1: loss:2.643273115158081
epoch:82-51: loss:2.2018232345581055
epoch:83-1: loss:2.698437213897705
epoch:83-51: loss:2.167736530303955
epoch:84-1: loss:2.0969789028167725
epoch:84-51: loss:2.1592507362365723
epoch:85-1: loss:2.288567543029785
epoch:85-51: loss:2.1267824172973633
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-85.pth
epoch:86-1: loss:2.0484824180603027
epoch:86-51: loss:2.313798427581787
epoch:87-1: loss:2.6706252098083496
epoch:87-51: loss:2.584641933441162
epoch:88-1: loss:2.221923828125
epoch:88-51: loss:2.1837613582611084
epoch:89-1: loss:2.3000404834747314
epoch:89-51: loss:2.2635533809661865
epoch:90-1: loss:2.443608283996582
epoch:90-51: loss:2.192631244659424
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-90.pth
epoch:91-1: loss:2.2472002506256104
epoch:91-51: loss:2.0924246311187744
epoch:92-1: loss:2.7151260375976562
epoch:92-51: loss:2.0847349166870117
epoch:93-1: loss:2.582242488861084
epoch:93-51: loss:2.3164944648742676
epoch:94-1: loss:2.2023067474365234
epoch:94-51: loss:2.2039670944213867
epoch:95-1: loss:2.3426766395568848
epoch:95-51: loss:2.4267773628234863
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-95.pth
epoch:96-1: loss:2.4063873291015625
epoch:96-51: loss:2.132242441177368
epoch:97-1: loss:2.408151388168335
epoch:97-51: loss:1.994044542312622
epoch:98-1: loss:2.3793492317199707
epoch:98-51: loss:2.0416746139526367
epoch:99-1: loss:2.8582303524017334
epoch:99-51: loss:2.6444923877716064
epoch:100-1: loss:2.0040197372436523
epoch:100-51: loss:1.8289321660995483
[Saving Snapshot:] ./ckpts/CheX_1e-3_100/SAM2-UNet-100.pth
